Make,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km)
36,12,1.916922612182061,8,21,4,3.104586678466073,2.7013612129514133,2.9444389791664403,2.70805020110221,6.07993319509559
23,9,0.6931471805599453,4,17,4,2.302585092994046,1.8718021769015913,2.128231705849268,3.5263605246161616,5.262690188904886
23,9,0.6931471805599453,4,16,4,2.341805806147327,1.9021075263969205,2.163323025660538,3.4657359027997265,5.298317366548036
23,9,0.6931471805599453,4,17,4,2.322387720290225,1.9459101490553132,2.174751721484161,3.4657359027997265,5.308267697401205
23,9,0.6931471805599453,4,17,1,2.028148247292285,1.7047480922384253,1.9021075263969205,3.7376696182833684,5.198497031265826
23,5,0.6931471805599453,4,17,1,2.028148247292285,1.7047480922384253,1.9021075263969205,3.7376696182833684,5.198497031265826
23,9,0.6931471805599453,4,17,4,2.302585092994046,1.8718021769015913,2.128231705849268,3.5263605246161616,5.262690188904886
23,9,0.6931471805599453,4,16,4,2.341805806147327,1.9021075263969205,2.163323025660538,3.4657359027997265,5.298317366548036
23,9,0.6931471805599453,4,17,4,2.3608540011180215,1.9740810260220096,2.2082744135228043,3.4339872044851463,5.342334251964811
23,10,0.6931471805599453,4,17,4,2.3608540011180215,1.9740810260220096,2.2082744135228043,3.4339872044851463,5.342334251964811
23,5,0.6931471805599453,4,17,4,2.3608540011180215,1.9740810260220096,2.2082744135228043,3.4339872044851463,5.342334251964811
23,9,1.0986122886681098,6,17,4,2.4336133554004498,1.9878743481543455,2.2617630984737906,3.367295829986474,5.3981627015177525
23,9,1.0986122886681098,6,16,4,2.468099531471619,2.066862759472976,2.302585092994046,3.332204510175204,5.438079308923196
23,9,1.0986122886681098,6,17,4,2.4595888418037104,2.0541237336955462,2.2925347571405443,3.367295829986474,5.429345628954441
23,9,1.0986122886681098,6,16,4,2.4765384001174837,2.1162555148025524,2.33214389523559,3.295836866004329,5.4680601411351315
23,10,1.0986122886681098,6,17,4,2.4765384001174837,2.0794415416798357,2.312535423847214,3.332204510175204,5.44673737166631
23,9,0.6931471805599453,4,17,4,2.302585092994046,1.8718021769015913,2.128231705849268,3.5263605246161616,5.262690188904886
23,9,0.6931471805599453,4,16,4,2.341805806147327,1.9021075263969205,2.163323025660538,3.4657359027997265,5.298317366548036
23,9,0.6931471805599453,4,17,4,2.3608540011180215,1.9740810260220096,2.2082744135228043,3.4339872044851463,5.342334251964811
23,9,1.0986122886681098,6,17,4,2.4336133554004498,1.9878743481543455,2.2617630984737906,3.367295829986474,5.3981627015177525
23,9,1.0986122886681098,6,16,4,2.468099531471619,2.066862759472976,2.302585092994046,3.332204510175204,5.438079308923196
23,9,1.0986122886681098,6,17,4,2.4595888418037104,2.0541237336955462,2.2925347571405443,3.367295829986474,5.429345628954441
23,9,1.0986122886681098,6,16,4,2.4765384001174837,2.1162555148025524,2.33214389523559,3.295836866004329,5.4680601411351315
23,12,0.6931471805599453,4,17,4,2.322387720290225,1.9459101490553132,2.174751721484161,3.4657359027997265,5.308267697401205
23,12,0.6931471805599453,4,17,4,2.3608540011180215,1.9740810260220096,2.2082744135228043,3.4339872044851463,5.342334251964811
23,12,1.0986122886681098,6,17,1,2.2192034840549946,1.8562979903656263,2.066862759472976,3.58351893845611,5.3612921657094255
23,12,1.0986122886681098,6,17,4,2.4765384001174837,2.0794415416798357,2.312535423847214,3.332204510175204,5.44673737166631
23,10,1.0986122886681098,6,17,4,2.5257286443082556,2.151762203259462,2.3702437414678603,3.258096538021482,5.5053315359323625
23,12,1.4816045409242156,8,17,4,2.667228206581955,2.2617630984737906,2.501435951739211,3.1354942159291497,5.638354669333745
23,10,1.4816045409242156,8,17,4,2.70805020110221,2.2823823856765264,2.5416019934645457,3.091042453358316,5.676753802268282
23,9,1.0986122886681098,6,17,4,2.4765384001174837,2.0794415416798357,2.312535423847214,3.332204510175204,5.44673737166631
23,7,1.4816045409242156,8,17,4,2.70805020110221,2.2823823856765264,2.5416019934645457,3.091042453358316,5.676753802268282
23,9,1.4816045409242156,8,17,4,2.667228206581955,2.2617630984737906,2.501435951739211,3.1354942159291497,5.638354669333745
23,9,1.4816045409242156,8,17,4,2.70805020110221,2.2823823856765264,2.5416019934645457,3.091042453358316,5.676753802268282
23,10,1.0986122886681098,6,17,4,2.5257286443082556,2.151762203259462,2.3702437414678603,3.258096538021482,5.5053315359323625
23,10,1.4816045409242156,8,17,4,2.70805020110221,2.2823823856765264,2.5416019934645457,3.091042453358316,5.676753802268282
23,10,1.4816045409242156,8,17,4,2.70805020110221,2.2823823856765264,2.5416019934645457,3.091042453358316,5.676753802268282
23,10,1.791759469228055,12,17,4,2.928523523860541,2.4423470353692043,2.740840023925201,2.8903717578961645,5.87493073085203
23,9,1.0986122886681098,6,17,4,2.2192034840549946,1.9600947840472698,2.1162555148025524,3.5263605246161616,5.25227342804663
23,12,1.0986122886681098,6,17,4,2.3513752571634776,2.066862759472976,2.2300144001592104,3.4011973816621555,5.365976015021851
23,10,1.0986122886681098,6,17,4,2.3513752571634776,2.028148247292285,2.2192034840549946,3.4339872044851463,5.356586274672012
23,10,1.4816045409242156,8,17,4,2.70805020110221,2.2823823856765264,2.5416019934645457,3.091042453358316,5.676753802268282
23,10,1.4816045409242156,8,17,4,2.70805020110221,2.2823823856765264,2.5416019934645457,3.091042453358316,5.676753802268282
23,12,1.4816045409242156,8,26,4,2.8507065015037334,2.4423470353692043,2.6878474937846906,2.9444389791664403,5.823045895483019
23,12,1.4816045409242156,8,16,4,2.785011242238338,2.388762789235098,2.624668592163159,2.995732273553991,5.75890177387728
23,9,1.4816045409242156,8,26,4,2.8507065015037334,2.4423470353692043,2.6878474937846906,2.9444389791664403,5.823045895483019
23,9,1.4816045409242156,8,16,4,2.785011242238338,2.388762789235098,2.624668592163159,2.995732273553991,5.75890177387728
23,7,1.4816045409242156,8,26,4,2.8507065015037334,2.4423470353692043,2.6878474937846906,2.9444389791664403,5.823045895483019
23,7,1.4816045409242156,8,16,4,2.785011242238338,2.388762789235098,2.624668592163159,2.995732273553991,5.75890177387728
23,9,1.4816045409242156,8,26,4,2.8507065015037334,2.4423470353692043,2.6878474937846906,2.9444389791664403,5.823045895483019
23,9,1.4816045409242156,8,16,4,2.785011242238338,2.388762789235098,2.624668592163159,2.995732273553991,5.75890177387728
23,3,0.6931471805599453,4,17,4,2.3608540011180215,1.9740810260220096,2.2082744135228043,3.4339872044851463,5.342334251964811
23,3,1.0986122886681098,6,22,4,2.580216829592325,2.186051276738094,2.424802725718295,3.2188758248682006,5.560681631015528
23,3,0.6931471805599453,4,17,4,2.4159137783010487,2.1400661634962708,2.302585092994046,3.332204510175204,5.438079308923196
23,3,1.0986122886681098,6,17,4,2.533696813957432,2.2082744135228043,2.3978952727983707,3.258096538021482,5.53338948872752
23,13,1.0986122886681098,6,17,4,2.5572273113676265,2.174751721484161,2.4069451083182885,3.2188758248682006,5.541263545158426
23,13,1.4816045409242156,8,17,4,2.791165107812717,2.388762789235098,2.631888840136646,2.995732273553991,5.768320995793772
23,13,1.4816045409242156,8,22,4,2.89591193827178,2.617395832834079,2.7788192719904172,2.8903717578961645,5.91350300563827
23,13,1.0986122886681098,6,17,4,2.6100697927420065,2.2823823856765264,2.4765384001174837,3.1780538303479458,5.6131281063880705
23,13,1.4816045409242156,8,17,4,2.797281334830153,2.424802725718295,2.6461747973841225,2.995732273553991,5.780743515792329
23,15,0.6931471805599453,4,17,4,2.379546134130174,1.9600947840472698,2.2082744135228043,3.4339872044851463,5.342334251964811
23,15,0.6931471805599453,4,16,4,2.341805806147327,1.9021075263969205,2.163323025660538,3.4657359027997265,5.298317366548036
23,15,1.0986122886681098,6,26,4,2.617395832834079,2.312535423847214,2.4932054526026954,3.1354942159291497,5.627621113690637
23,15,1.0986122886681098,6,16,4,2.5416019934645457,2.1972245773362196,2.3978952727983707,3.258096538021482,5.53338948872752
23,15,1.0986122886681098,6,26,4,2.617395832834079,2.312535423847214,2.4932054526026954,3.1354942159291497,5.627621113690637
15,13,1.2809338454620642,6,22,3,2.6602595372658615,2.2925347571405443,2.509599262378372,3.1354942159291497,5.645446897643238
15,13,1.2809338454620642,6,22,3,2.681021528714291,2.322387720290225,2.533696813957432,3.091042453358316,5.66988092298052
15,3,0.3364722366212129,4,18,3,2.2512917986064953,1.9740810260220096,2.1400661634962708,3.4965075614664802,5.278114659230517
15,3,0.3364722366212129,4,18,3,2.322387720290225,2.0794415416798357,2.2192034840549946,3.4339872044851463,5.356586274672012
15,12,1.2809338454620642,6,18,3,2.617395832834079,2.163323025660538,2.4423470353692043,3.2188758248682006,5.575949103146316
15,12,1.2809338454620642,6,18,2,2.91235066461494,2.501435951739211,2.747270914255491,2.8903717578961645,5.521460917862246
15,12,1.2809338454620642,6,18,3,2.617395832834079,2.186051276738094,2.4423470353692043,3.2188758248682006,5.575949103146316
15,12,1.2809338454620642,6,18,2,2.9652730660692823,2.5649493574615367,2.803360380906535,2.833213344056216,5.575949103146316
15,12,0.8754687373538999,4,18,3,2.2617630984737906,1.8718021769015913,2.1041341542702074,3.5263605246161616,5.241747015059643
15,12,0.6931471805599453,4,18,4,2.4423470353692043,2.066862759472976,2.2925347571405443,3.367295829986474,5.429345628954441
15,12,0.6931471805599453,4,16,4,2.451005098112319,2.0149030205422647,2.2823823856765264,3.367295829986474,5.41610040220442
15,12,0.6931471805599453,4,18,4,2.509599262378372,2.163323025660538,2.3702437414678603,3.258096538021482,5.5053315359323625
15,12,0.8754687373538999,4,18,3,2.2617630984737906,1.8718021769015913,2.1041341542702074,3.5263605246161616,5.241747015059643
15,9,0.6931471805599453,4,18,4,2.4423470353692043,2.066862759472976,2.2925347571405443,3.367295829986474,5.429345628954441
15,9,0.6931471805599453,4,16,4,2.451005098112319,2.0149030205422647,2.2823823856765264,3.367295829986474,5.41610040220442
15,9,0.8754687373538999,4,18,3,2.424802725718295,2.0014800002101243,2.2512917986064953,3.4011973816621555,5.384495062789089
24,9,0.6931471805599453,4,18,4,2.424802725718295,2.0149030205422647,2.2617630984737906,3.367295829986474,5.3981627015177525
24,9,0.6931471805599453,4,16,4,2.4932054526026954,2.066862759472976,2.322387720290225,3.332204510175204,5.459585514144159
24,9,0.9162907318741551,4,18,3,2.3513752571634776,1.9740810260220096,2.1972245773362196,3.4339872044851463,5.332718793265369
24,9,1.2809338454620642,6,18,3,2.5494451709255714,2.1400661634962708,2.388762789235098,3.258096538021482,5.5254529391317835
24,9,0.6931471805599453,4,18,4,2.468099531471619,2.0918640616783932,2.312535423847214,3.332204510175204,5.44673737166631
24,9,1.2809338454620642,6,18,3,2.5726122302071057,2.1972245773362196,2.424802725718295,3.2188758248682006,5.560681631015528
24,12,1.2809338454620642,6,18,3,2.580216829592325,2.163323025660538,2.4159137783010487,3.2188758248682006,5.552959584921617
24,12,1.2809338454620642,6,18,3,2.5877640352277083,2.1972245773362196,2.4336133554004498,3.2188758248682006,5.568344503761097
24,12,0.6931471805599453,4,18,4,2.4765384001174837,2.066862759472976,2.312535423847214,3.332204510175204,5.44673737166631
24,12,1.2809338454620642,6,21,3,2.5572273113676265,2.1041341542702074,2.379546134130174,3.258096538021482,5.5134287461649825
24,12,0.6931471805599453,4,18,4,2.533696813957432,2.1400661634962708,2.379546134130174,3.258096538021482,5.5134287461649825
24,12,1.2809338454620642,6,18,3,2.5726122302071057,2.1972245773362196,2.424802725718295,3.2188758248682006,5.560681631015528
24,12,1.2809338454620642,6,21,4,2.714694743820879,2.2925347571405443,2.5494451709255714,3.091042453358316,5.683579767338681
24,5,1.0986122886681098,6,18,3,2.5416019934645457,2.186051276738094,2.3978952727983707,3.258096538021482,5.53338948872752
24,5,1.2809338454620642,6,18,3,2.5877640352277083,2.186051276738094,2.424802725718295,3.2188758248682006,5.560681631015528
24,5,1.0986122886681098,6,18,3,2.5494451709255714,2.2082744135228043,2.4069451083182885,3.2188758248682006,5.541263545158426
24,5,1.2809338454620642,6,18,3,2.5877640352277083,2.1972245773362196,2.4336133554004498,3.2188758248682006,5.568344503761097
24,12,1.824549292051046,8,18,4,2.9806186357439426,2.5572273113676265,2.8094026953624978,2.833213344056216,5.945420608606575
24,12,1.824549292051046,8,16,4,2.8154087194227095,2.5257286443082556,2.6946271807700692,2.9444389791664403,5.8289456176102075
24,12,1.824549292051046,8,18,4,2.9806186357439426,2.5572273113676265,2.8094026953624978,2.833213344056216,5.945420608606575
24,12,1.824549292051046,8,16,4,2.8154087194227095,2.5257286443082556,2.6946271807700692,2.9444389791664403,5.8289456176102075
24,5,1.824549292051046,8,18,4,2.9806186357439426,2.5572273113676265,2.8094026953624978,2.833213344056216,5.945420608606575
24,5,1.824549292051046,8,16,4,2.8154087194227095,2.5257286443082556,2.6946271807700692,2.9444389791664403,5.8289456176102075
24,13,1.824549292051046,8,22,4,2.833213344056216,2.468099531471619,2.6878474937846906,2.9444389791664403,5.823045895483019
24,13,1.824549292051046,8,22,2,3.1484533605716547,2.7788192719904172,3.0007198150650303,2.6390573296152584,5.7745515455444085
24,13,1.824549292051046,8,22,4,2.9338568698359038,2.5952547069568657,2.797281334830153,2.833213344056216,5.932245187448011
24,13,1.824549292051046,8,22,2,3.246490991901174,2.8791984572980396,3.095577608523707,2.5649493574615367,5.869296913133774
24,13,1.2809338454620642,6,18,3,2.6602595372658615,2.2823823856765264,2.509599262378372,3.1354942159291497,5.645446897643238
24,13,1.2809338454620642,6,18,3,2.6946271807700692,2.341805806147327,2.5494451709255714,3.091042453358316,5.683579767338681
24,10,1.2809338454620642,6,18,3,2.6100697927420065,2.151762203259462,2.4336133554004498,3.2188758248682006,5.568344503761097
24,10,1.2809338454620642,6,18,3,2.6390573296152584,2.2082744135228043,2.468099531471619,3.1780538303479458,5.602118820879701
24,10,1.2809338454620642,6,18,4,2.6946271807700692,2.2823823856765264,2.533696813957432,3.091042453358316,5.66988092298052
37,9,1.2809338454620642,6,18,3,2.580216829592325,2.163323025660538,2.4159137783010487,3.2188758248682006,5.552959584921617
37,9,1.2809338454620642,6,16,3,2.653241964607215,2.151762203259462,2.4595888418037104,3.1780538303479458,5.594711379601839
37,9,1.2809338454620642,6,18,3,2.5416019934645457,2.066862759472976,2.3513752571634776,3.295836866004329,5.488937726156687
37,9,1.824549292051046,8,18,4,2.72785282839839,2.2823823856765264,2.5494451709255714,3.091042453358316,5.683579767338681
37,9,1.824549292051046,8,16,4,2.70805020110221,2.2925347571405443,2.5416019934645457,3.091042453358316,5.676753802268282
37,9,1.824549292051046,8,18,4,2.9806186357439426,2.5572273113676265,2.8094026953624978,2.833213344056216,5.945420608606575
37,9,1.824549292051046,8,16,4,2.8154087194227095,2.5257286443082556,2.6946271807700692,2.9444389791664403,5.8289456176102075
37,15,1.824549292051046,8,18,4,2.7013612129514133,2.1400661634962708,2.4849066497880004,3.1780538303479458,5.62040086571715
37,15,1.824549292051046,8,20,4,2.617395832834079,2.1041341542702074,2.4159137783010487,3.2188758248682006,5.552959584921617
37,12,0.3364722366212129,4,18,3,2.2082744135228043,1.840549633397487,2.0541237336955462,3.58351893845611,5.187385805840755
37,12,0.3364722366212129,4,16,3,2.2082744135228043,1.840549633397487,2.0541237336955462,3.58351893845611,5.187385805840755
37,12,0.5877866649021191,4,18,3,2.3513752571634776,1.9021075263969205,2.174751721484161,3.4657359027997265,5.308267697401205
37,12,0.5877866649021191,4,16,3,2.2512917986064953,1.8718021769015913,2.1041341542702074,3.5263605246161616,5.241747015059643
37,12,0.6931471805599453,4,18,1,2.163323025660538,1.62924053973028,1.9600947840472698,3.6888794541139363,5.2574953720277815
37,12,0.3364722366212129,4,22,3,2.2082744135228043,1.791759469228055,2.0412203288596382,3.6109179126442243,5.176149732573829
37,12,0.3364722366212129,4,16,3,2.128231705849268,1.7227665977411035,1.9600947840472698,3.6888794541139363,5.093750200806762
37,3,0.8754687373538999,4,22,3,2.3513752571634776,1.9878743481543455,2.2082744135228043,3.4339872044851463,5.342334251964811
37,3,1.2809338454620642,6,22,3,2.631888840136646,2.2617630984737906,2.4849066497880004,3.1780538303479458,5.62040086571715
37,3,1.2809338454620642,6,22,2,2.9338568698359038,2.5726122302071057,2.785011242238338,2.833213344056216,5.556828061699537
37,3,0.8754687373538999,4,22,3,2.4423470353692043,2.1041341542702074,2.302585092994046,3.332204510175204,5.438079308923196
37,3,1.2809338454620642,6,22,3,2.6946271807700692,2.2925347571405443,2.533696813957432,3.091042453358316,5.66988092298052
37,3,1.2809338454620642,6,22,2,2.9856819377004897,2.6100697927420065,2.833213344056216,2.833213344056216,5.605802066295998
37,8,1.4586150226995167,6,19,3,2.8390784635086144,2.5416019934645457,2.714694743820879,2.9444389791664403,5.849324779946859
37,8,1.667706820558076,8,19,3,2.8903717578961645,2.5952547069568657,2.766319109226186,2.8903717578961645,5.902633333401366
37,8,1.667706820558076,8,19,2,3.1570004211501135,2.8735646395797834,3.039749158970765,2.6390573296152584,5.811140992976701
37,8,1.667706820558076,8,19,3,2.9069010598473755,2.653241964607215,2.803360380906535,2.833213344056216,5.940171252720432
37,8,1.667706820558076,8,19,2,3.1654750481410856,2.9338568698359038,3.068052935133617,2.5649493574615367,5.840641657373398
37,8,1.667706820558076,8,19,3,2.9231615807191558,2.631888840136646,2.803360380906535,2.833213344056216,5.940171252720432
37,8,1.667706820558076,8,19,2,3.173878458937465,2.917770732084279,3.068052935133617,2.5649493574615367,5.840641657373398
37,8,1.667706820558076,8,19,3,2.9069010598473755,2.653241964607215,2.803360380906535,2.833213344056216,5.940171252720432
37,8,1.667706820558076,8,19,2,3.2308043957334744,2.9601050959108397,3.1179499062782403,2.4849066497880004,5.8916442118257715
37,14,1.667706820558076,8,19,3,2.9231615807191558,2.631888840136646,2.803360380906535,2.833213344056216,5.940171252720432
37,14,1.667706820558076,8,19,2,3.173878458937465,2.917770732084279,3.068052935133617,2.5649493574615367,5.840641657373398
37,14,1.667706820558076,8,19,3,2.9069010598473755,2.653241964607215,2.803360380906535,2.833213344056216,5.940171252720432
37,14,1.667706820558076,8,19,2,3.2308043957334744,2.9601050959108397,3.1179499062782403,2.4849066497880004,5.8916442118257715
37,14,1.5686159179138452,8,22,3,3.0492730404820207,2.653241964607215,2.8903717578961645,2.772588722239781,6.025865973825314
